targets, factors
Gene432, (!Gene518 & Gene966 & Gene314) | (!Gene387 & Gene518 & !Gene314) | (!Gene387 & Gene966 & Gene314) | (Gene387 & !Gene518 & !Gene966) | (Gene518 & Gene966 & !Gene314)
Gene433, (!Gene189 & !Gene619 & !Gene997) | (!Gene901 & !Gene189 & !Gene997) | (Gene189 & !Gene619 & Gene997) | (Gene901 & !Gene619) | (Gene901 & Gene189 & !Gene997)
Gene434, (Gene373 & !Gene900) | (!Gene525 & Gene373) | (!Gene611 & Gene525 & !Gene900) | (!Gene611 & Gene525 & !Gene373)
Gene435, (!Gene281 & !Gene744 & Gene948) | (!Gene281 & Gene744 & !Gene948) | (Gene281 & !Gene744 & !Gene948) | (!Gene221 & !Gene744 & Gene948) | (Gene221 & !Gene744 & !Gene948)
Gene436, (!Gene229 & !Gene567 & Gene691) | (!Gene931 & !Gene229 & Gene567 & !Gene691) | (Gene229 & !Gene567 & !Gene691) | (!Gene931 & Gene229 & Gene567 & Gene691) | (Gene931 & !Gene567)
Gene437, (!Gene65 & !Gene302) | (!Gene65 & !Gene763 & !Gene56) | (!Gene65 & Gene763 & Gene56) | (Gene763 & !Gene56 & !Gene302) | (Gene65 & Gene763 & !Gene56)
Gene438, (!Gene699 & !Gene814 & Gene591) | (!Gene697 & !Gene699 & Gene591) | (!Gene697 & !Gene814 & Gene591) | (!Gene697 & Gene699 & Gene814 & !Gene591) | (Gene697 & !Gene814 & !Gene591) | (Gene697 & Gene699 & Gene814 & Gene591)
Gene439, (!Gene359 & !Gene659 & !Gene467) | (!Gene106 & !Gene659 & Gene467) | (!Gene106 & !Gene359) | (!Gene359 & Gene659 & Gene467) | (Gene106 & Gene359 & Gene659 & !Gene467)
Gene440, (!Gene86 & !Gene351) | (!Gene927 & Gene345 & !Gene351) | (Gene86 & Gene345 & Gene351) | (Gene86 & Gene927 & Gene351)
Gene441, (!Gene291 & !Gene162 & !Gene342 & Gene516) | (!Gene291 & Gene342 & !Gene516) | (!Gene291 & Gene162 & !Gene516) | (!Gene291 & Gene162 & Gene342) | (Gene291 & !Gene162 & !Gene342 & !Gene516) | (Gene291 & !Gene162 & Gene342 & Gene516) | (Gene162 & Gene342 & !Gene516)
Gene442, (!Gene347 & !Gene314) | (!Gene360 & !Gene314) | (!Gene360 & Gene338 & Gene347) | (Gene360 & !Gene338 & !Gene347)
Gene443, (!Gene366 & Gene388 & !Gene57) | (!Gene102 & Gene388) | (!Gene102 & Gene366) | (Gene366 & !Gene388 & Gene57)
Gene444, (!Gene951 & !Gene164 & Gene803) | (!Gene78 & Gene951 & Gene164) | (Gene78 & !Gene951 & !Gene164) | (Gene78 & Gene803)
Gene445, (!Gene232 & !Gene401 & !Gene587) | (Gene692 & Gene401) | (Gene232 & !Gene401 & Gene587)
Gene446, (!Gene529 & !Gene738 & !Gene447) | (!Gene951 & !Gene529 & Gene738 & Gene447) | (!Gene951 & !Gene738 & !Gene447) | (!Gene951 & Gene529 & !Gene738) | (Gene951 & !Gene529 & !Gene738) | (Gene951 & Gene738 & !Gene447)
Gene447, (!Gene156 & Gene519 & Gene329) | (!Gene712 & Gene156 & !Gene519) | (Gene712 & !Gene156 & !Gene329) | (Gene156 & !Gene519 & Gene329) | (Gene712 & Gene519 & !Gene329)
Gene448, (!Gene99 & Gene842) | (!Gene409 & Gene489 & !Gene842) | (Gene99 & Gene489 & !Gene842) | (Gene409 & Gene489 & Gene842)
Gene449, (!Gene616 & !Gene455 & !Gene27) | (!Gene616 & !Gene455 & Gene688) | (!Gene455 & !Gene27 & Gene688) | (Gene616 & Gene27 & !Gene688) | (Gene616 & Gene455 & !Gene688) | (Gene616 & Gene455 & Gene27)
Gene450, (!Gene208 & Gene870 & !Gene670) | (Gene208 & !Gene870 & Gene670) | (Gene167 & !Gene870) | (Gene167 & Gene208 & Gene670)
Gene451, (!Gene642 & !Gene240) | (Gene642 & !Gene688 & Gene240) | (!Gene615 & Gene688 & !Gene240) | (Gene615 & !Gene688 & !Gene240)
Gene452, (!Gene762 & !Gene721 & !Gene951) | (!Gene721 & !Gene242 & Gene951) | (!Gene762 & !Gene242 & Gene951) | (!Gene721 & Gene242 & !Gene951) | (Gene762 & Gene721 & !Gene242 & !Gene951) | (Gene762 & Gene721 & Gene242 & Gene951)
Gene453, (!Gene635 & !Gene751 & Gene597) | (Gene635 & Gene751 & !Gene597) | (Gene525 & !Gene635 & !Gene597) | (Gene525 & !Gene751 & Gene597) | (Gene525 & Gene635 & Gene597)
Gene454, (!Gene670 & !Gene972 & !Gene266) | (!Gene94 & !Gene972 & Gene266) | (!Gene670 & Gene94 & !Gene266) | (Gene670 & !Gene94 & Gene972 & !Gene266) | (Gene670 & !Gene972 & Gene266) | (Gene670 & Gene94 & Gene266)
Gene455, (!Gene30 & Gene567 & !Gene224) | (!Gene550 & Gene567 & Gene224) | (Gene550 & !Gene224) | (Gene550 & !Gene30 & !Gene567)
Gene456, (!Gene12 & !Gene833 & Gene824) | (!Gene12 & Gene654) | (!Gene12 & Gene833 & !Gene824) | (Gene12 & Gene833 & Gene824)
Gene457, (!Gene525 & !Gene806 & !Gene77) | (!Gene806 & !Gene796 & Gene77) | (!Gene525 & !Gene796 & Gene77) | (!Gene806 & Gene796 & !Gene77) | (Gene525 & !Gene806 & Gene77) | (Gene525 & Gene806 & !Gene796 & !Gene77)
Gene458, (!Gene533 & !Gene427) | (Gene965 & !Gene427) | (Gene921 & !Gene427) | (Gene533 & Gene921 & !Gene965)
Gene459, (!Gene579 & !Gene83 & !Gene397) | (!Gene751 & !Gene83 & Gene397) | (Gene579 & Gene83 & !Gene397) | (Gene751 & !Gene83 & !Gene397) | (Gene579 & Gene751 & Gene83)
Gene460, (!Gene169 & !Gene443 & Gene885) | (!Gene211 & Gene443 & !Gene885) | (!Gene169 & !Gene211 & Gene885) | (Gene169 & Gene211 & !Gene443) | (Gene169 & Gene211 & Gene885)
Gene461, (!Gene979 & !Gene934 & !Gene395) | (!Gene979 & !Gene646 & !Gene395) | (!Gene979 & !Gene646 & Gene934) | (!Gene979 & Gene646 & !Gene934) | (Gene646 & !Gene934 & !Gene395) | (Gene979 & Gene646 & !Gene395) | (Gene979 & Gene646 & Gene934)
Gene462, (!Gene777 & !Gene660 & Gene906) | (!Gene777 & !Gene575 & Gene660) | (Gene575 & !Gene660 & !Gene906) | (!Gene575 & Gene660 & Gene906) | (Gene777 & Gene660 & Gene906)
Gene463, (!Gene8 & Gene4) | (!Gene668 & Gene483 & Gene4) | (Gene8 & Gene668 & !Gene4) | (Gene668 & !Gene483 & Gene4)
Gene464, (!Gene551 & !Gene190 & Gene616) | (Gene190 & Gene600 & !Gene616) | (!Gene551 & Gene600 & Gene616) | (!Gene190 & Gene600 & Gene616) | (Gene551 & Gene190 & !Gene616) | (Gene551 & Gene190 & !Gene600)
Gene465, (!Gene675 & !Gene860 & !Gene286) | (!Gene44 & !Gene675 & Gene286) | (!Gene44 & !Gene860 & !Gene286) | (!Gene44 & Gene675 & !Gene286) | (!Gene675 & Gene860 & Gene286) | (Gene44 & Gene860 & Gene286)
Gene466, (!Gene962 & !Gene640 & Gene745) | (!Gene450 & !Gene962 & Gene640 & !Gene745) | (!Gene450 & Gene962 & Gene640 & Gene745) | (Gene450 & !Gene962 & Gene745) | (Gene450 & Gene962 & !Gene745) | (Gene450 & !Gene640 & Gene745)
Gene467, (!Gene418 & !Gene720 & !Gene190) | (!Gene720 & Gene79 & Gene190) | (Gene720 & !Gene79 & Gene190) | (Gene418 & Gene190)
Gene468, (!Gene619 & !Gene547) | (!Gene752 & Gene619 & Gene547) | (Gene752 & !Gene619 & Gene508) | (Gene752 & !Gene547 & Gene508)
Gene469, (!Gene527 & !Gene219 & !Gene283) | (!Gene934 & Gene219) | (!Gene527 & Gene219 & Gene283) | (Gene527 & !Gene934 & Gene283)
Gene470, (!Gene770 & !Gene871 & !Gene31) | (!Gene871 & !Gene867 & Gene31) | (!Gene770 & !Gene867 & Gene31) | (!Gene770 & Gene871 & Gene31) | (Gene770 & !Gene871 & Gene31) | (Gene770 & Gene871 & Gene867 & !Gene31)
Gene471, (!Gene382 & !Gene4) | (!Gene382 & Gene346 & Gene445) | (!Gene4 & Gene445) | (Gene346 & !Gene4)
Gene472, (!Gene376 & !Gene466 & !Gene331) | (!Gene376 & Gene466 & Gene331) | (!Gene277 & Gene376 & Gene466 & !Gene331) | (Gene277 & !Gene466 & !Gene331) | (Gene277 & Gene376 & Gene331)
Gene473, (!Gene761 & !Gene609 & !Gene229) | (!Gene404 & !Gene761 & Gene609 & Gene229) | (Gene761 & !Gene609 & Gene229) | (!Gene404 & Gene761 & Gene609 & !Gene229) | (Gene404 & !Gene609 & Gene229) | (Gene404 & !Gene761 & !Gene229)
Gene474, (Gene373 & !Gene56) | (Gene399 & !Gene394) | (Gene399 & !Gene373 & Gene56)
Gene475, (!Gene161 & !Gene778 & !Gene250) | (!Gene602 & !Gene778 & !Gene250) | (Gene161 & !Gene778 & Gene250) | (Gene161 & Gene778 & !Gene250) | (Gene602 & !Gene161 & Gene778 & Gene250)
Gene476, (!Gene454 & Gene279) | (Gene944 & Gene817) | (Gene944 & Gene454 & !Gene279)
Gene477, (!Gene663 & Gene868 & !Gene613) | (!Gene358 & Gene868 & Gene613) | (Gene358 & !Gene868 & Gene613) | (Gene663 & !Gene868 & Gene613) | (Gene663 & Gene358 & !Gene868)
Gene478, (!Gene347 & !Gene739 & !Gene448) | (!Gene347 & !Gene17 & Gene448) | (!Gene347 & Gene17 & !Gene448) | (!Gene739 & Gene17 & !Gene448) | (Gene347 & Gene17 & Gene448)
Gene479, (!Gene574 & !Gene830 & !Gene493) | (!Gene216 & Gene830 & !Gene493) | (Gene216 & !Gene830) | (Gene574 & Gene830 & !Gene493)
Gene480, (!Gene520 & !Gene88 & Gene112) | (!Gene890 & !Gene520 & Gene112) | (!Gene890 & Gene520 & !Gene112) | (!Gene890 & !Gene88 & Gene112) | (Gene890 & !Gene520 & Gene88 & !Gene112) | (Gene890 & Gene520 & Gene88 & Gene112)
Gene481, (!Gene609 & Gene906) | (Gene609 & !Gene53 & Gene483) | (Gene609 & Gene53 & !Gene483)
Gene482, (!Gene375 & !Gene982 & Gene181) | (!Gene297 & !Gene375 & Gene982) | (Gene375 & Gene982 & Gene181) | (Gene297 & !Gene375 & !Gene982) | (Gene297 & !Gene982 & Gene181)
Gene483, (!Gene456 & !Gene870 & !Gene124) | (!Gene456 & !Gene669 & Gene870 & Gene124) | (!Gene456 & Gene669 & !Gene124) | (Gene456 & !Gene870 & Gene124) | (Gene456 & !Gene669 & Gene870 & !Gene124) | (Gene456 & Gene669 & Gene124)
Gene484, (!Gene640 & !Gene963) | (!Gene963 & Gene291 & !Gene67) | (Gene640 & Gene963 & !Gene67) | (Gene640 & Gene963 & !Gene291)
Gene485, (!Gene421 & Gene395) | (!Gene421 & Gene839) | (!Gene13 & Gene839 & !Gene395) | (Gene13 & !Gene839 & Gene395)
Gene486, (!Gene93 & Gene873 & !Gene191) | (!Gene167 & !Gene93 & Gene873) | (Gene93 & !Gene873) | (Gene167 & Gene873 & !Gene191)
Gene487, (!Gene16 & !Gene910 & !Gene538) | (!Gene770 & !Gene16 & Gene910 & Gene538) | (Gene16 & !Gene910 & Gene538) | (!Gene770 & Gene16 & Gene910 & !Gene538) | (Gene770 & !Gene910 & Gene538) | (Gene770 & Gene16 & Gene538)
Gene488, (!Gene812 & Gene874) | (!Gene573 & Gene213 & Gene874) | (Gene573 & !Gene812 & Gene213) | (Gene573 & Gene812 & !Gene213)
Gene489, (!Gene844 & !Gene414) | (!Gene844 & !Gene730 & Gene781) | (Gene781 & !Gene414) | (Gene844 & Gene730 & Gene781)
Gene490, (!Gene834 & !Gene829) | (!Gene834 & Gene164) | (!Gene829 & Gene401 & Gene164) | (Gene834 & Gene829 & Gene401 & !Gene164)
Gene491, (!Gene267 & Gene120 & !Gene39) | (!Gene662 & !Gene267 & Gene120) | (!Gene662 & Gene267 & !Gene39) | (Gene267 & !Gene120 & Gene39) | (Gene662 & !Gene267 & !Gene39)
Gene492, (!Gene74 & Gene154 & Gene87) | (Gene436 & !Gene154) | (Gene74 & !Gene154 & !Gene87) | (Gene74 & Gene436 & !Gene87)
Gene493, (!Gene576 & !Gene679 & !Gene293 & !Gene191) | (!Gene576 & !Gene679 & Gene293 & Gene191) | (Gene679 & Gene293 & !Gene191) | (Gene576 & !Gene293 & Gene191) | (Gene576 & Gene293 & !Gene191) | (Gene576 & Gene679 & Gene191)
Gene494, (!Gene914 & !Gene986 & !Gene68 & !Gene194) | (!Gene986 & Gene68 & Gene194) | (Gene986 & !Gene68 & Gene194) | (Gene914 & Gene68)
Gene495, (!Gene873 & !Gene772) | (!Gene692 & Gene69 & !Gene873) | (Gene692 & !Gene69 & !Gene772) | (Gene692 & Gene873 & Gene772)
Gene496, (!Gene184 & !Gene962) | (!Gene184 & Gene454 & !Gene469) | (!Gene962 & Gene454) | (Gene184 & Gene454 & Gene469)
Gene497, (!Gene718 & !Gene35 & !Gene758 & !Gene879) | (Gene35 & !Gene758 & Gene879) | (Gene35 & Gene758 & !Gene879) | (!Gene718 & Gene35 & Gene879) | (Gene718 & Gene758 & !Gene879) | (Gene718 & !Gene35 & Gene758)
Gene498, (!Gene322 & !Gene175 & Gene158) | (!Gene411 & Gene175 & !Gene158) | (!Gene411 & !Gene175 & Gene158) | (Gene411 & Gene175 & Gene158) | (Gene411 & Gene322 & !Gene175 & !Gene158)
Gene499, (!Gene829 & !Gene640 & !Gene386) | (!Gene1000 & !Gene640 & Gene386) | (!Gene829 & !Gene1000 & Gene386) | (Gene829 & Gene640 & !Gene386) | (Gene1000 & !Gene640 & !Gene386)
Gene500, (!Gene395 & !Gene637 & !Gene546) | (!Gene546 & Gene263) | (!Gene395 & Gene637 & Gene546 & !Gene263) | (Gene395 & !Gene637 & Gene546 & !Gene263) | (Gene395 & Gene637 & !Gene546)
Gene501, (!Gene3 & !Gene784) | (!Gene3 & Gene552 & !Gene619) | (!Gene784 & Gene552 & !Gene619) | (Gene3 & Gene784 & Gene619)
Gene502, (!Gene665 & !Gene786 & Gene9) | (Gene665 & !Gene398 & !Gene9) | (Gene665 & Gene786) | (Gene398 & !Gene786 & Gene9)
Gene503, (!Gene945 & !Gene705) | (!Gene124 & !Gene945 & !Gene338) | (!Gene124 & Gene338 & !Gene705) | (Gene124 & !Gene338 & !Gene705) | (Gene124 & Gene945 & !Gene338)
Gene504, (!Gene961 & !Gene619 & Gene16) | (!Gene41 & Gene619) | (Gene41 & !Gene619 & !Gene16)
Gene505, (!Gene435 & !Gene244 & !Gene828) | (Gene435 & Gene244 & !Gene828) | (!Gene577 & Gene435 & Gene244) | (Gene577 & !Gene828) | (Gene577 & Gene435 & !Gene244)
Gene506, (!Gene320 & !Gene95 & !Gene771) | (!Gene320 & Gene95 & Gene771) | (!Gene818 & Gene320 & Gene771) | (Gene818 & !Gene320)
Gene507, (!Gene526 & !Gene896 & !Gene705) | (!Gene437 & Gene705) | (!Gene437 & !Gene896) | (Gene526 & Gene896 & Gene705)
Gene508, (!Gene553 & !Gene297 & !Gene876 & Gene394) | (!Gene297 & Gene876 & !Gene394) | (Gene297 & !Gene876 & !Gene394) | (Gene553 & Gene876 & Gene394) | (Gene553 & Gene297 & Gene394)
Gene509, (!Gene694 & !Gene592 & Gene918) | (Gene592 & !Gene185 & !Gene918) | (!Gene694 & Gene185 & Gene918) | (Gene694 & Gene185 & !Gene918) | (!Gene592 & Gene185 & Gene918)
Gene510, (!Gene412 & Gene656 & Gene766) | (Gene487 & !Gene656 & Gene766) | (Gene412 & !Gene766)
Gene511, (!Gene962 & !Gene110 & Gene500) | (!Gene572 & Gene110 & !Gene500) | (Gene572 & !Gene110) | (Gene962 & Gene110 & !Gene500)
Gene512, (!Gene376 & !Gene289 & !Gene849) | (!Gene376 & Gene289 & Gene849) | (Gene376 & !Gene289 & Gene849) | (Gene376 & Gene289 & !Gene849 & !Gene371) | (Gene289 & Gene849 & Gene371)
Gene513, (!Gene229 & !Gene841 & Gene396) | (!Gene944 & Gene841 & !Gene396) | (!Gene229 & Gene841 & !Gene396) | (Gene229 & !Gene841 & !Gene396) | (Gene944 & !Gene841 & Gene396)
Gene514, (!Gene611 & !Gene848 & !Gene208) | (!Gene770 & !Gene208) | (!Gene611 & Gene848 & Gene208) | (Gene770 & Gene611 & !Gene848 & Gene208)
Gene515, (!Gene99 & !Gene639 & !Gene702) | (Gene654 & Gene639 & Gene702) | (Gene99 & !Gene654 & Gene702) | (Gene99 & Gene639)
Gene516, (!Gene971 & !Gene360 & !Gene909) | (!Gene971 & !Gene360 & Gene450) | (Gene360 & !Gene450 & Gene909) | (Gene360 & Gene450 & !Gene909) | (Gene971 & Gene360 & !Gene909)
Gene517, (!Gene621 & !Gene540) | (!Gene621 & !Gene239 & Gene103) | (!Gene621 & Gene239 & !Gene103) | (!Gene540 & Gene103)
Gene518, (!Gene752 & Gene214) | (!Gene348 & Gene752 & !Gene214 & Gene900) | (!Gene348 & Gene214 & !Gene900) | (Gene348 & !Gene752)
Gene519, (!Gene537 & !Gene857 & Gene281) | (!Gene537 & Gene857 & !Gene281) | (!Gene569 & Gene857 & !Gene281) | (Gene569 & Gene537 & !Gene857) | (Gene569 & Gene537 & Gene281)
Gene520, (!Gene288 & !Gene187 & !Gene524) | (!Gene288 & Gene187 & Gene524) | (Gene60 & Gene524) | (Gene288 & !Gene60 & Gene187 & !Gene524)
Gene521, (!Gene249 & !Gene366 & Gene704) | (!Gene249 & Gene511 & Gene366 & !Gene704) | (Gene249 & !Gene511 & Gene366) | (Gene249 & Gene511 & !Gene366) | (Gene249 & Gene366 & Gene704)
Gene522, (!Gene755 & !Gene925) | (!Gene819 & !Gene755) | (!Gene819 & Gene394 & Gene925) | (Gene819 & !Gene394 & Gene755 & Gene925)
Gene523, (!Gene516 & !Gene972 & !Gene78) | (!Gene98 & !Gene516 & !Gene78) | (!Gene516 & Gene972 & Gene78) | (Gene516 & !Gene972 & Gene78) | (Gene98 & !Gene972 & !Gene78)
Gene524, (!Gene353 & !Gene426 & Gene345) | (!Gene22 & Gene426 & Gene345) | (Gene22 & Gene426 & !Gene345) | (Gene353 & Gene22 & !Gene345) | (Gene353 & Gene426 & Gene345)
Gene525, (!Gene989 & !Gene558 & Gene298) | (!Gene989 & Gene558 & !Gene298) | (Gene989 & Gene558 & Gene298) | (Gene989 & Gene746 & !Gene298)
Gene526, (!Gene933 & Gene241 & !Gene255) | (Gene12 & !Gene241 & !Gene255) | (!Gene933 & Gene12 & Gene241) | (Gene933 & !Gene241)
Gene527, (!Gene561 & !Gene229) | (!Gene684 & !Gene561) | (!Gene612 & !Gene684 & !Gene229) | (!Gene612 & Gene684 & Gene561 & Gene229)
Gene528, (!Gene737 & !Gene81) | (!Gene148 & Gene700 & !Gene737) | (Gene148 & !Gene700)
Gene529, (!Gene35 & Gene681 & !Gene24) | (!Gene986 & !Gene35 & Gene681) | (!Gene986 & Gene35 & !Gene681 & !Gene24) | (Gene986 & !Gene35 & !Gene24) | (Gene986 & !Gene35 & !Gene681) | (Gene986 & Gene681 & !Gene24) | (Gene986 & Gene35 & Gene681)
Gene530, (!Gene997 & !Gene600) | (Gene997 & !Gene570 & Gene600) | (!Gene943 & Gene570 & !Gene600) | (Gene943 & !Gene570 & Gene600)
Gene531, (!Gene820 & !Gene5 & Gene412) | (!Gene13 & Gene820 & !Gene412) | (!Gene13 & !Gene5 & Gene412) | (Gene13 & !Gene820 & !Gene5) | (Gene820 & Gene5 & !Gene412) | (Gene13 & Gene820 & Gene5)
Gene532, (!Gene278 & Gene168) | (Gene278 & !Gene340 & !Gene99 & !Gene168) | (Gene340 & Gene168) | (Gene278 & Gene340 & Gene99)
Gene533, (!Gene132 & !Gene175) | (!Gene342 & Gene882 & Gene175) | (Gene342 & !Gene175)
Gene534, (!Gene975 & !Gene554 & !Gene842) | (!Gene955 & !Gene975 & !Gene842) | (!Gene955 & !Gene975 & Gene554) | (!Gene955 & !Gene554 & !Gene842) | (!Gene955 & Gene975 & !Gene554) | (Gene955 & Gene975 & Gene554)
Gene535, (!Gene663 & !Gene379) | (!Gene663 & !Gene714 & !Gene3) | (Gene663 & !Gene714 & Gene379 & Gene3) | (Gene714 & !Gene379)
Gene536, (!Gene368 & Gene779) | (Gene368 & !Gene339 & !Gene779) | (Gene245 & Gene779)
Gene537, (!Gene687 & !Gene985 & Gene636 & Gene625) | (Gene985 & !Gene636 & Gene625) | (Gene985 & Gene636 & !Gene625) | (Gene687 & !Gene625)
Gene538, (!Gene433 & !Gene520 & !Gene441 & Gene507) | (!Gene433 & Gene441 & !Gene507) | (!Gene433 & Gene520 & Gene441) | (Gene433 & !Gene441 & !Gene507) | (Gene433 & !Gene520 & Gene441 & Gene507) | (Gene433 & Gene520 & !Gene441)
Gene539, (!Gene959 & !Gene241 & !Gene894) | (!Gene959 & Gene446 & !Gene894) | (Gene241 & Gene446 & Gene894) | (Gene959 & !Gene446 & Gene894) | (!Gene241 & Gene446 & !Gene894)
Gene540, (!Gene903 & !Gene400 & !Gene220) | (!Gene888 & Gene400 & !Gene220) | (Gene903 & !Gene400 & Gene220) | (Gene888 & !Gene400 & Gene220) | (Gene888 & !Gene903 & Gene220)
Gene541, (!Gene469 & !Gene567 & Gene634 & !Gene81) | (Gene567 & !Gene634 & !Gene81) | (Gene469 & Gene81) | (Gene469 & Gene567)
Gene542, (!Gene616 & !Gene950 & !Gene190) | (Gene377 & !Gene950) | (!Gene616 & Gene377 & Gene190) | (Gene616 & !Gene377 & Gene950 & Gene190) | (Gene616 & Gene377 & !Gene190)
Gene543, (!Gene3 & Gene981 & !Gene518) | (!Gene3 & Gene909 & !Gene518) | (Gene909 & Gene981) | (Gene3 & !Gene981 & Gene518)
Gene544, (!Gene430 & Gene334 & !Gene529) | (!Gene696 & Gene334 & !Gene529) | (Gene696 & !Gene334 & !Gene529) | (Gene696 & !Gene430) | (Gene696 & Gene334 & Gene529)
Gene545, (!Gene724 & !Gene31 & !Gene565) | (!Gene724 & !Gene600 & Gene565) | (Gene600 & Gene31 & !Gene565) | (Gene724 & Gene600 & Gene565)
Gene546, (!Gene565 & !Gene46 & !Gene174) | (!Gene818 & Gene46 & !Gene174) | (Gene565 & !Gene46 & Gene174) | (Gene818 & !Gene46 & !Gene174) | (Gene818 & Gene565 & Gene174)
Gene547, (!Gene199 & !Gene313 & Gene342) | (!Gene199 & !Gene876 & Gene313) | (Gene199 & !Gene313 & !Gene342) | (!Gene876 & Gene313 & Gene342) | (Gene199 & Gene876 & !Gene342)
Gene548, (!Gene944 & !Gene949 & Gene615) | (Gene944 & !Gene949 & !Gene615) | (Gene21 & !Gene615) | (Gene21 & !Gene949)
Gene549, (!Gene332 & !Gene600 & !Gene622) | (!Gene779 & !Gene332 & Gene622) | (!Gene779 & !Gene600 & !Gene622) | (Gene332 & Gene600 & !Gene622) | (Gene779 & Gene332 & !Gene600 & Gene622)
Gene550, (!Gene399 & Gene384 & !Gene843) | (!Gene399 & Gene290 & Gene384) | (Gene399 & !Gene384 & !Gene843) | (Gene399 & !Gene290 & Gene384 & Gene843) | (Gene399 & Gene290 & !Gene384) | (Gene290 & Gene384 & !Gene843)
Gene551, (!Gene571 & !Gene144 & !Gene239 & Gene301) | (!Gene144 & Gene239 & !Gene301) | (!Gene571 & Gene144 & !Gene239 & !Gene301) | (Gene144 & Gene239 & Gene301) | (Gene571 & !Gene144 & !Gene301) | (Gene571 & Gene239 & !Gene301)
Gene552, (!Gene864 & !Gene664 & !Gene853) | (Gene664 & Gene853) | (Gene97 & !Gene864 & Gene853) | (Gene97 & Gene864 & Gene664)
Gene553, (!Gene378 & Gene567 & Gene790 & Gene874) | (Gene378 & !Gene874) | (Gene378 & !Gene790) | (Gene378 & !Gene567)
Gene554, (Gene941 & Gene88) | (!Gene143 & Gene392 & Gene88) | (Gene392 & Gene941) | (Gene143 & Gene392 & !Gene88)
Gene555, (!Gene924 & !Gene426 & !Gene866 & Gene815) | (Gene866 & !Gene815) | (!Gene924 & Gene426 & !Gene815) | (Gene924 & !Gene426 & !Gene815) | (Gene924 & Gene426 & Gene866)
Gene556, (!Gene432 & Gene449) | (!Gene432 & Gene778) | (Gene893 & !Gene778 & !Gene449)
Gene557, (!Gene992 & !Gene324 & Gene361) | (Gene277 & !Gene324) | (Gene277 & Gene361) | (Gene992 & !Gene277 & Gene324 & !Gene361)
Gene558, (!Gene582 & !Gene712 & !Gene303) | (Gene712 & Gene303) | (!Gene582 & Gene454 & !Gene303) | (Gene582 & !Gene454 & Gene712)
Gene559, (Gene339 & Gene386) | (Gene238 & !Gene752 & !Gene386) | (Gene238 & Gene752 & Gene386) | (Gene238 & Gene339)
Gene560, (!Gene663 & !Gene308) | (!Gene180 & !Gene663 & !Gene647) | (!Gene180 & !Gene308 & Gene647) | (Gene180 & !Gene663 & Gene647) | (Gene180 & Gene663 & Gene308 & !Gene647)
Gene561, (!Gene472 & !Gene120 & !Gene423) | (!Gene367 & Gene120 & Gene423) | (Gene472 & !Gene367 & Gene423) | (Gene472 & Gene120)
Gene562, (!Gene706 & !Gene36) | (!Gene886 & Gene36 & !Gene772) | (Gene886 & !Gene706 & Gene772) | (Gene886 & !Gene36 & !Gene772)
Gene563, (!Gene301 & Gene441 & !Gene287) | (!Gene537 & Gene441 & !Gene287) | (Gene301 & Gene441 & Gene287) | (Gene537 & !Gene441 & !Gene287) | (Gene537 & Gene301 & Gene287)
Gene564, (!Gene494 & !Gene73 & Gene381 & !Gene786) | (Gene73 & !Gene381 & !Gene786) | (Gene73 & Gene381 & Gene786) | (Gene494 & !Gene381 & !Gene786) | (Gene494 & !Gene73 & Gene786)
Gene565, (!Gene402 & !Gene68 & Gene905) | (Gene68 & !Gene887 & !Gene905) | (Gene402 & Gene887)
Gene566, (!Gene916 & !Gene926 & !Gene986) | (!Gene260 & !Gene916 & !Gene926) | (!Gene260 & !Gene916 & !Gene986) | (Gene260 & Gene926 & Gene986) | (Gene260 & Gene916 & Gene986) | (Gene260 & Gene916 & Gene926)
Gene567, (!Gene486 & !Gene111) | (!Gene574 & Gene111 & Gene955) | (!Gene486 & Gene574)
Gene568, (!Gene732 & !Gene291 & !Gene603) | (!Gene290 & Gene291 & Gene603) | (Gene290 & Gene291 & !Gene603) | (!Gene732 & Gene291 & Gene603) | (Gene732 & Gene291 & !Gene603)
Gene569, (!Gene275 & Gene172 & !Gene753) | (Gene212 & !Gene172 & Gene753) | (Gene275 & Gene172 & Gene753) | (Gene275 & Gene212)
Gene570, (!Gene182 & !Gene475 & !Gene328) | (!Gene328 & Gene636) | (!Gene182 & Gene475 & Gene328) | (Gene182 & !Gene475 & Gene328 & !Gene636)
Gene571, (!Gene484 & !Gene961 & !Gene992) | (!Gene484 & Gene961 & Gene992) | (!Gene484 & Gene928 & !Gene992) | (!Gene961 & Gene928 & !Gene992) | (Gene484 & Gene928 & Gene992)
Gene572, (!Gene517 & !Gene87 & !Gene547) | (!Gene517 & Gene87 & Gene547) | (Gene896 & !Gene547) | (Gene896 & Gene517 & !Gene87)
Gene573, (Gene683 & !Gene797) | (Gene683 & !Gene688) | (Gene111 & !Gene688 & !Gene797) | (Gene111 & Gene683)
Gene574, (!Gene419 & Gene581 & !Gene972) | (Gene581 & Gene285) | (Gene419 & !Gene972 & Gene285) | (Gene419 & Gene972 & !Gene285)
Gene575, (!Gene6 & Gene302 & !Gene300) | (!Gene120 & !Gene6 & Gene302) | (Gene6 & !Gene302 & Gene300) | (!Gene120 & Gene302 & !Gene300) | (Gene120 & !Gene302 & Gene300) | (Gene120 & Gene6 & Gene300)
