targets, factors
Gene783, (Gene846) | (!Gene914 & Gene214) | (Gene914 & !Gene214 & !Gene93)
Gene784, (!Gene105 & !Gene839 & !Gene678) | (!Gene311 & !Gene105 & !Gene678) | (Gene311 & !Gene105 & Gene678)
Gene785, (!Gene483 & Gene578 & !Gene153) | (Gene483 & !Gene73 & !Gene578 & !Gene153) | (Gene73 & Gene578 & !Gene153)
Gene786, (!Gene697) | (!Gene940 & Gene825 & Gene501) | (Gene940 & !Gene825 & !Gene501)
Gene787, (!Gene483 & !Gene51) | (Gene604 & !Gene51 & !Gene740)
Gene788, (!Gene398 & Gene603 & Gene962 & !Gene95) | (Gene398 & !Gene603 & Gene962) | (Gene398 & Gene962 & Gene95)
Gene789, (!Gene810 & Gene910) | (Gene60) | (Gene810 & !Gene910) | (!Gene732 & Gene910) | (Gene732 & !Gene910)
Gene790, (!Gene40) | (!Gene914 & Gene308) | (Gene914 & !Gene308 & Gene881)
Gene791, (!Gene448 & Gene960 & !Gene375) | (!Gene745 & Gene960 & !Gene375)
Gene792, (!Gene518 & !Gene225 & Gene938 & !Gene554)
Gene793, (!Gene999 & !Gene494 & Gene25) | (!Gene999 & Gene445 & Gene25) | (Gene999 & Gene494 & !Gene445 & Gene25)
Gene794, (!Gene912 & Gene339 & !Gene62 & !Gene120) | (Gene912 & Gene339 & Gene62)
Gene795, (!Gene901 & !Gene871 & !Gene989 & Gene453) | (!Gene901 & !Gene871 & Gene989 & !Gene453)
Gene796, (!Gene938) | (!Gene667 & !Gene226) | (!Gene397 & !Gene667) | (!Gene397 & !Gene226) | (Gene397 & Gene667 & Gene226)
Gene797, (!Gene496 & !Gene743 & !Gene235 & !Gene806) | (!Gene743 & Gene235 & Gene806)
Gene798, (!Gene128 & !Gene692 & !Gene68 & !Gene186) | (!Gene128 & Gene692 & Gene68 & !Gene186)
Gene799, (!Gene445 & !Gene418 & Gene163) | (Gene787)
Gene800, (!Gene804 & !Gene748 & !Gene225) | (!Gene804 & Gene39 & Gene225)
Gene801, (Gene647 & !Gene556 & !Gene221) | (Gene630 & Gene556 & !Gene221)
Gene802, (Gene831 & Gene268 & !Gene997 & !Gene117) | (Gene831 & Gene268 & Gene997 & Gene117)
Gene803, (!Gene178 & !Gene254) | (Gene419) | (Gene137 & !Gene254)
Gene804, (!Gene369) | (Gene770 & Gene946 & Gene619)
Gene805, (!Gene169 & !Gene588 & !Gene147) | (!Gene554 & !Gene588 & !Gene147) | (Gene554 & Gene588 & !Gene147)
Gene806, (Gene553) | (Gene292 & Gene697) | (Gene915 & !Gene292 & !Gene697)
Gene807, (!Gene301 & !Gene634 & Gene67) | (Gene634 & !Gene67) | (Gene301 & Gene634) | (Gene981)
Gene808, (!Gene308 & Gene640 & !Gene98) | (Gene308 & Gene640 & Gene98 & !Gene890)
Gene809, (!Gene404 & !Gene301) | (!Gene404 & Gene569) | (Gene112) | (Gene404 & !Gene569 & Gene301)
Gene810, (!Gene861 & Gene653) | (Gene861 & Gene39 & !Gene653) | (Gene89)
Gene811, (!Gene313) | (Gene440 & !Gene101) | (!Gene509 & Gene440)
Gene812, (!Gene570 & Gene476) | (!Gene588 & Gene570 & !Gene476) | (Gene220) | (Gene588 & !Gene570)
Gene813, (!Gene365 & !Gene483) | (!Gene180) | (Gene716 & Gene483)
Gene814, (!Gene789) | (!Gene777 & Gene996) | (!Gene518 & Gene777) | (Gene518 & !Gene777)
Gene815, (!Gene484 & !Gene657) | (Gene484 & Gene657) | (Gene239 & Gene657) | (Gene84)
Gene816, (Gene526 & Gene88 & !Gene385) | (Gene761 & Gene88)
Gene817, (Gene775 & Gene558 & Gene836) | (Gene429 & !Gene775 & !Gene558 & Gene836)
Gene818, (!Gene216) | (!Gene543 & !Gene301) | (Gene636)
Gene819, (!Gene612 & !Gene611) | (!Gene611 & Gene730 & !Gene80)
Gene820, (!Gene844 & !Gene139 & Gene407) | (Gene496) | (Gene844 & !Gene407) | (Gene844 & Gene139)
Gene821, (!Gene77 & !Gene596 & !Gene877) | (!Gene676 & !Gene877)
Gene822, (!Gene486 & !Gene537 & !Gene822) | (!Gene898 & !Gene486)
Gene823, (!Gene955 & !Gene237) | (Gene231) | (Gene871 & Gene955 & Gene237)
Gene824, (!Gene807 & Gene534 & !Gene442 & Gene425) | (Gene807 & !Gene534 & !Gene442 & Gene425)
Gene825, (!Gene91 & !Gene300 & !Gene361 & Gene546) | (!Gene91 & Gene300 & !Gene361 & !Gene546)
Gene826, (!Gene706 & Gene246 & Gene664) | (!Gene706 & Gene246 & Gene651) | (Gene706 & Gene246 & !Gene651 & !Gene664) | (Gene246 & Gene651 & Gene664)
Gene827, (Gene660) | (!Gene777 & !Gene376 & Gene353) | (Gene777 & !Gene376 & !Gene353)
Gene828, (Gene29 & !Gene43 & !Gene41) | (Gene29 & Gene43 & !Gene440 & Gene41) | (Gene29 & Gene440 & !Gene41)
Gene829, (!Gene278 & !Gene763 & !Gene42) | (Gene412) | (Gene278 & Gene763 & !Gene42)
Gene830, (Gene643 & !Gene307 & Gene332 & !Gene629) | (Gene643 & Gene307 & !Gene332 & !Gene629) | (Gene643 & Gene307 & Gene332 & Gene629)
Gene831, (!Gene539) | (!Gene186 & !Gene774) | (!Gene340 & !Gene774) | (Gene186 & Gene774) | (Gene340 & Gene774)
Gene832, (!Gene269) | (!Gene674 & Gene554) | (Gene674 & !Gene554) | (!Gene830 & Gene554)
Gene833, (Gene978) | (!Gene345 & Gene801 & Gene77)
Gene834, (!Gene874 & Gene139) | (Gene877 & Gene139 & !Gene865)
Gene835, (!Gene109 & Gene3 & !Gene150 & !Gene246) | (Gene109 & Gene3 & Gene246) | (Gene109 & Gene3 & Gene150)
Gene836, (!Gene224 & Gene616 & Gene837) | (Gene149 & Gene224 & Gene616)
Gene837, (!Gene226 & Gene313 & Gene926) | (!Gene891 & Gene313 & Gene926) | (Gene891 & Gene226 & Gene313 & !Gene926)
Gene838, (!Gene265 & !Gene472) | (!Gene488) | (!Gene308 & !Gene472) | (Gene308 & !Gene265)
Gene839, (!Gene311) | (!Gene228 & Gene43) | (Gene228 & Gene780 & !Gene43)
Gene840, (!Gene512 & !Gene265 & !Gene276 & Gene14) | (Gene512 & !Gene265 & !Gene14) | (Gene512 & !Gene265 & Gene276)
Gene841, (!Gene577 & Gene99) | (Gene308 & Gene557 & Gene99)
Gene842, (!Gene454 & !Gene792 & Gene44) | (!Gene839 & Gene454 & Gene792 & Gene44) | (Gene839 & !Gene454 & Gene44)
Gene843, (!Gene250) | (!Gene102 & Gene313) | (!Gene512 & Gene102 & !Gene313) | (Gene512 & !Gene102) | (Gene512 & Gene313)
Gene844, (!Gene538) | (!Gene370 & !Gene590) | (Gene419 & Gene590)
Gene845, (Gene622) | (!Gene168 & Gene934) | (!Gene298 & Gene168) | (Gene298 & !Gene168)
Gene846, (!Gene552) | (Gene266 & !Gene627) | (Gene938 & !Gene266 & Gene627)
Gene847, (!Gene524 & !Gene20 & !Gene111) | (!Gene524 & !Gene20 & !Gene912) | (!Gene20 & Gene912 & !Gene111)
Gene848, (!Gene144) | (!Gene923 & !Gene833) | (Gene923 & Gene833 & Gene645)
Gene849, (Gene55) | (Gene478 & !Gene856) | (Gene931 & !Gene478 & Gene856)
Gene850, (!Gene671 & Gene768 & Gene356) | (!Gene60 & Gene671 & Gene356) | (Gene60 & !Gene671 & Gene356)
Gene851, (!Gene258) | (!Gene534 & !Gene741) | (Gene521 & !Gene741) | (Gene534 & Gene521)
Gene852, (!Gene418 & !Gene944 & !Gene666) | (!Gene418 & Gene69 & !Gene666) | (Gene418 & !Gene69 & Gene944 & !Gene666) | (Gene69 & !Gene944 & !Gene666)
Gene853, (!Gene853 & Gene15 & Gene615) | (Gene600 & Gene15 & !Gene615)
Gene854, (!Gene78 & !Gene995) | (Gene182) | (!Gene78 & Gene663)
Gene855, (!Gene306) | (!Gene744 & Gene198) | (Gene497 & Gene198)
Gene856, (Gene54 & Gene350 & !Gene853) | (Gene54 & Gene350 & Gene969)
Gene857, (Gene124 & !Gene965 & !Gene448) | (!Gene239 & Gene124 & !Gene448) | (!Gene239 & Gene124 & Gene965) | (Gene239 & Gene124 & !Gene965)
Gene858, (Gene910 & !Gene945) | (Gene225 & Gene910) | (Gene360 & Gene910)
Gene859, (Gene844 & Gene996 & !Gene756) | (!Gene449 & Gene844 & Gene996)
Gene860, (!Gene58 & Gene427 & !Gene160) | (Gene281 & Gene427 & !Gene160)
Gene861, (!Gene475 & !Gene757 & !Gene729) | (!Gene227 & !Gene475 & Gene757 & Gene729) | (Gene227 & !Gene475 & !Gene757)
Gene862, (!Gene422) | (!Gene299 & Gene174 & !Gene486) | (Gene299 & Gene174 & Gene486)
Gene863, (!Gene15 & !Gene24 & !Gene283 & Gene698) | (!Gene15 & Gene24 & !Gene283 & !Gene698) | (Gene15 & !Gene24 & !Gene283 & !Gene698) | (Gene15 & Gene24 & !Gene283 & Gene698)
Gene864, (!Gene374 & !Gene383 & !Gene445) | (Gene898) | (Gene383 & Gene445)
Gene865, (!Gene210) | (Gene387 & !Gene266 & Gene338) | (Gene387 & Gene266 & !Gene338)
Gene866, (!Gene644) | (!Gene335) | (Gene796 & !Gene378)
Gene867, (Gene892 & !Gene603 & !Gene218) | (!Gene877 & Gene892 & !Gene218)
Gene868, (Gene69) | (!Gene248 & Gene384) | (!Gene248 & Gene404) | (Gene404 & Gene384)
Gene869, (!Gene869 & !Gene301) | (Gene293 & !Gene869) | (Gene427)
Gene870, (!Gene196) | (!Gene988) | (!Gene393 & Gene62) | (Gene393 & !Gene62)
Gene871, (!Gene583 & !Gene194 & !Gene254) | (Gene601 & !Gene583 & !Gene254) | (Gene601 & !Gene583 & Gene194)
Gene872, (!Gene639 & !Gene164) | (Gene19) | (Gene854 & Gene639 & Gene164)
Gene873, (!Gene342) | (!Gene7 & !Gene919) | (!Gene7 & Gene357) | (!Gene919 & Gene357) | (Gene7 & Gene919 & !Gene357)
Gene874, (!Gene642 & !Gene33) | (Gene557) | (Gene811 & !Gene33)
Gene875, (Gene1000 & !Gene513 & !Gene35) | (!Gene84 & Gene1000 & !Gene513) | (!Gene84 & Gene1000 & !Gene35)
Gene876, (!Gene667 & !Gene570 & Gene448 & Gene247) | (Gene570 & !Gene448 & Gene247) | (Gene667 & !Gene448 & Gene247) | (Gene667 & Gene570 & Gene247)
Gene877, (!Gene965) | (!Gene93 & Gene223) | (!Gene870 & Gene93) | (Gene870 & !Gene93)
Gene878, (Gene263) | (Gene305) | (!Gene252 & Gene159) | (Gene252 & !Gene159)
Gene879, (!Gene645 & Gene73 & !Gene665) | (!Gene645 & Gene284 & Gene73) | (Gene284 & Gene73 & !Gene665)
Gene880, (Gene507 & !Gene868 & Gene984) | (Gene507 & Gene301 & !Gene868)
Gene881, (!Gene2 & !Gene885 & !Gene466) | (!Gene157 & !Gene2 & !Gene885) | (Gene157 & !Gene2 & Gene885 & Gene466)
Gene882, (!Gene23) | (!Gene615 & !Gene594) | (Gene670)
Gene883, (!Gene90 & !Gene449 & !Gene753) | (!Gene90 & Gene209)
Gene884, (!Gene267 & !Gene226) | (!Gene870 & Gene226) | (!Gene591) | (Gene267 & Gene226)
Gene885, (!Gene314 & !Gene4 & Gene534 & !Gene735)
Gene886, (Gene159) | (!Gene67 & Gene139 & Gene185) | (Gene67 & !Gene139 & !Gene185)
Gene887, (!Gene699) | (Gene602 & !Gene508) | (Gene921 & Gene602)
Gene888, (!Gene243 & !Gene542 & !Gene704) | (!Gene243 & Gene542 & Gene704 & !Gene385)
Gene889, (!Gene647 & !Gene537) | (!Gene37 & !Gene537) | (Gene647 & Gene537) | (Gene972)
Gene890, (!Gene655) | (!Gene756 & !Gene960) | (!Gene87)
Gene891, (!Gene503 & Gene444) | (Gene750) | (Gene503 & Gene822 & !Gene444)
Gene892, (!Gene552 & !Gene531 & Gene178) | (Gene862 & !Gene531 & !Gene178)
Gene893, (!Gene248 & !Gene90 & !Gene330) | (!Gene248 & !Gene330 & Gene882)
Gene894, (!Gene506 & !Gene928 & !Gene105) | (!Gene506 & Gene928 & Gene105) | (Gene526) | (Gene506 & Gene928 & !Gene105)
Gene895, (!Gene211) | (!Gene620 & Gene200 & Gene214) | (Gene620 & !Gene214) | (Gene620 & !Gene200)
Gene896, (!Gene261 & !Gene867 & !Gene454 & !Gene154) | (!Gene261 & Gene454 & Gene154) | (!Gene261 & Gene867 & Gene154) | (!Gene261 & Gene867 & Gene454)
Gene897, (!Gene470 & !Gene945 & !Gene895) | (Gene65 & Gene470 & Gene945 & !Gene895)
Gene898, (!Gene711 & !Gene462 & Gene404) | (!Gene711 & Gene522 & Gene404)
Gene899, (!Gene738 & !Gene349 & !Gene93) | (Gene494 & !Gene349)
Gene900, (!Gene384 & !Gene797) | (!Gene54 & !Gene797) | (!Gene54 & Gene384) | (Gene54 & !Gene384) | (Gene335)
Gene901, (Gene678 & !Gene684 & !Gene496) | (Gene184 & Gene678)
Gene902, (!Gene371) | (Gene790 & !Gene857) | (Gene641 & !Gene857) | (Gene641 & !Gene790)
Gene903, (!Gene429 & !Gene625 & Gene845 & Gene438) | (Gene429 & !Gene845 & Gene438) | (Gene429 & Gene625 & Gene438)
Gene904, (Gene674 & !Gene573) | (Gene449 & !Gene856 & !Gene573)
Gene905, (Gene632 & !Gene990 & !Gene718) | (Gene632 & Gene76) | (Gene632 & Gene990 & Gene718)
Gene906, (!Gene808 & Gene227 & Gene94) | (Gene175 & !Gene227 & Gene94)
Gene907, (!Gene499 & !Gene672) | (!Gene453 & !Gene499) | (!Gene453 & !Gene672) | (Gene641) | (Gene453 & Gene499 & Gene672)
Gene908, (!Gene372 & !Gene792 & !Gene449) | (!Gene372 & Gene846 & !Gene449) | (!Gene792 & Gene846 & !Gene449)
Gene909, (!Gene221) | (!Gene782 & Gene405) | (!Gene703 & Gene405) | (Gene703 & !Gene782)
Gene910, (!Gene163 & !Gene582 & !Gene830 & Gene936) | (!Gene163 & Gene582 & !Gene936)
Gene911, (!Gene224) | (!Gene785 & Gene804) | (Gene785 & !Gene804) | (Gene730 & Gene804)
Gene912, (!Gene45 & !Gene958 & !Gene547) | (!Gene45 & Gene830)
Gene913, (Gene230) | (!Gene821 & Gene909 & !Gene550) | (Gene821 & Gene550)
Gene914, (!Gene354 & !Gene886) | (!Gene836) | (Gene735)
Gene915, (!Gene831 & !Gene343 & Gene96 & !Gene892) | (Gene831 & Gene343 & !Gene96 & !Gene892)
Gene916, (!Gene858 & !Gene403 & !Gene752) | (Gene494 & !Gene858 & !Gene752)
Gene917, (!Gene823 & Gene234) | (Gene823 & !Gene234 & Gene120) | (Gene30)
Gene918, (Gene565 & Gene228 & Gene257) | (Gene565 & Gene228 & Gene579)
Gene919, (!Gene629 & !Gene279 & !Gene384) | (!Gene279 & !Gene384 & Gene604)
Gene920, (!Gene388 & !Gene85) | (Gene176) | (Gene107 & Gene388 & Gene85)
Gene921, (!Gene965) | (Gene880 & !Gene162) | (Gene629 & Gene880)
Gene922, (!Gene214 & !Gene439) | (!Gene1 & !Gene214) | (Gene330) | (Gene1 & !Gene439)
Gene923, (!Gene518 & Gene216 & !Gene272 & Gene101) | (Gene518 & !Gene216 & !Gene272 & Gene101) | (Gene518 & Gene216 & Gene272 & Gene101)
Gene924, (!Gene171 & !Gene505) | (!Gene63 & !Gene505) | (!Gene63 & Gene171) | (Gene418)
Gene925, (!Gene503 & !Gene604 & !Gene851) | (!Gene604 & !Gene851 & Gene314) | (Gene503 & !Gene604 & Gene851)
Gene926, (!Gene993 & !Gene964) | (!Gene491) | (!Gene993 & Gene845) | (Gene845 & !Gene964)
Gene927, (Gene242 & Gene745) | (Gene436 & Gene242 & !Gene878)
Gene928, (!Gene427 & !Gene921) | (!Gene479) | (!Gene809 & !Gene921) | (Gene427 & Gene921) | (Gene809 & Gene921)
Gene929, (Gene830 & !Gene228 & Gene765) | (Gene830 & !Gene633 & Gene228) | (Gene830 & Gene633 & !Gene228)
Gene930, (!Gene625 & !Gene505) | (!Gene1) | (Gene445 & Gene505)
Gene931, (!Gene384 & !Gene356 & !Gene98) | (!Gene384 & !Gene309 & !Gene98) | (!Gene384 & Gene356 & Gene98) | (!Gene384 & Gene309 & Gene98)
Gene932, (!Gene863 & !Gene540 & !Gene436) | (!Gene540 & !Gene436 & Gene279) | (Gene863 & !Gene436 & Gene279)
Gene933, (!Gene450 & !Gene734 & !Gene801) | (Gene416 & !Gene801)
Gene934, (Gene864 & !Gene365 & !Gene879) | (Gene864 & !Gene900 & !Gene365)
Gene935, (Gene415 & !Gene105 & Gene187) | (Gene415 & Gene105 & !Gene187) | (Gene415 & Gene15)
Gene936, (!Gene94 & !Gene232 & !Gene424) | (!Gene106 & Gene232 & !Gene424) | (Gene106 & !Gene232 & !Gene424)
Gene937, (Gene772 & !Gene991) | (Gene231) | (Gene197 & Gene991)
Gene938, (!Gene559) | (!Gene471 & Gene150) | (Gene654 & Gene471 & !Gene150)
Gene939, (!Gene730) | (!Gene791 & Gene682 & !Gene719) | (Gene791 & !Gene682 & Gene719)
Gene940, (!Gene794 & Gene129 & !Gene625) | (Gene794 & Gene129 & Gene625) | (Gene510 & Gene129 & !Gene625)
Gene941, (Gene315 & !Gene13 & Gene759) | (Gene391 & Gene315 & !Gene13)
Gene942, (!Gene906 & !Gene163 & !Gene202) | (!Gene906 & Gene163 & Gene202) | (!Gene906 & Gene241 & !Gene202)
Gene943, (!Gene449 & !Gene895 & Gene944) | (Gene871 & !Gene895 & Gene944) | (Gene449 & Gene871 & Gene944)
Gene944, (!Gene607 & !Gene845) | (!Gene565 & !Gene845) | (Gene607 & Gene845) | (Gene342) | (Gene565 & Gene845)
Gene945, (!Gene987) | (Gene664 & Gene214 & !Gene248)
Gene946, (Gene759) | (!Gene16 & !Gene65 & Gene571) | (Gene65 & !Gene571) | (Gene16 & !Gene571) | (Gene16 & Gene65)
Gene947, (!Gene224 & !Gene611 & !Gene961) | (!Gene224 & !Gene611 & !Gene305) | (!Gene224 & Gene305 & !Gene961)
Gene948, (!Gene656 & Gene969 & !Gene704) | (Gene670 & Gene969 & !Gene704)
Gene949, (!Gene982) | (!Gene787 & !Gene935) | (!Gene50 & Gene935) | (Gene787 & Gene935)
Gene950, (!Gene103 & !Gene315 & Gene476) | (Gene103 & !Gene777 & !Gene315 & !Gene476) | (Gene777 & !Gene315 & Gene476)
Gene951, (!Gene501 & !Gene233 & Gene747) | (!Gene501 & !Gene28 & Gene747) | (!Gene501 & Gene28 & !Gene747)
Gene952, (!Gene891 & Gene319 & Gene334) | (!Gene891 & Gene686 & !Gene319 & !Gene334)
Gene953, (!Gene539) | (!Gene132 & Gene374) | (!Gene789 & Gene132 & !Gene374) | (Gene789 & !Gene132)
Gene954, (!Gene340) | (!Gene999) | (Gene496) | (Gene616)
Gene955, (Gene396 & !Gene837 & Gene716) | (Gene396 & Gene115 & Gene837 & !Gene716)
Gene956, (!Gene166) | (!Gene583 & !Gene835 & !Gene648) | (Gene583 & !Gene835 & Gene648)
Gene957, (!Gene54 & !Gene155 & !Gene637 & Gene968) | (!Gene54 & Gene637 & !Gene968) | (!Gene54 & Gene155 & !Gene968) | (!Gene54 & Gene155 & Gene637)
Gene958, (Gene719) | (!Gene490 & Gene811) | (Gene490 & !Gene811 & !Gene512)
Gene959, (Gene652 & !Gene403 & !Gene238 & !Gene187) | (Gene652 & Gene403 & Gene238 & Gene187)
Gene960, (Gene575 & !Gene41 & Gene19 & !Gene492) | (Gene575 & Gene41 & Gene19 & Gene492)
Gene961, (!Gene134) | (Gene981 & Gene247) | (Gene875 & !Gene247)
Gene962, (!Gene914 & !Gene354 & Gene671 & Gene366)
Gene963, (!Gene451 & !Gene692 & Gene100) | (Gene793 & !Gene692 & Gene100)
Gene964, (!Gene259) | (!Gene296 & !Gene751 & Gene11) | (Gene296 & Gene751 & Gene11)
Gene965, (!Gene366 & !Gene431 & Gene802) | (!Gene599 & Gene366 & !Gene431 & !Gene802) | (Gene599 & !Gene366 & !Gene431) | (Gene599 & !Gene431 & Gene802)
Gene966, (!Gene533 & !Gene992 & !Gene356) | (!Gene273 & !Gene533 & Gene992 & Gene356) | (Gene273 & !Gene533 & !Gene356)
Gene967, (!Gene136 & !Gene372 & Gene837) | (Gene92) | (Gene136 & Gene372 & Gene837)
Gene968, (!Gene970 & !Gene69) | (Gene427) | (!Gene482 & Gene970 & Gene69) | (Gene482 & !Gene970) | (Gene482 & !Gene69)
Gene969, (Gene198 & !Gene687 & Gene28 & !Gene597) | (Gene198 & Gene687 & !Gene28)
Gene970, (!Gene464) | (!Gene834 & Gene624) | (!Gene34 & Gene624) | (Gene34 & !Gene834)
Gene971, (!Gene394 & Gene831 & !Gene572 & !Gene784) | (Gene394 & Gene831 & !Gene572 & Gene784) | (Gene394 & Gene831 & Gene572 & !Gene784)
Gene972, (!Gene413 & Gene547) | (Gene610) | (Gene917 & !Gene547)
Gene973, (!Gene294) | (!Gene956 & !Gene100) | (!Gene406 & Gene956 & Gene100)
Gene974, (Gene260) | (!Gene335 & Gene498 & !Gene896) | (Gene335 & !Gene498 & !Gene896)
Gene975, (!Gene953) | (Gene719 & !Gene312) | (Gene962 & !Gene312) | (Gene962 & Gene719)
Gene976, (!Gene198 & !Gene397 & Gene325 & Gene718) | (Gene198 & Gene397 & Gene718)
Gene977, (!Gene268) | (!Gene84 & !Gene659) | (!Gene659 & Gene198)
Gene978, (Gene438 & Gene111 & !Gene436) | (Gene438 & !Gene268 & Gene111)
Gene979, (!Gene636 & Gene309 & !Gene742) | (Gene309 & !Gene742 & Gene478) | (Gene636 & Gene309 & Gene742)
Gene980, (Gene109 & !Gene362 & Gene783) | (Gene109 & Gene362 & Gene841)
Gene981, (Gene156 & Gene871 & Gene678) | (Gene156 & Gene262 & Gene871)
Gene982, (!Gene136 & !Gene408 & !Gene640) | (Gene862 & !Gene136 & !Gene408) | (Gene862 & !Gene408 & !Gene640)
Gene983, (!Gene708 & Gene450 & Gene246) | (Gene708 & !Gene450 & Gene743 & Gene246)
Gene984, (!Gene750) | (Gene917 & !Gene249) | (Gene23 & Gene249)
Gene985, (!Gene589) | (!Gene446 & !Gene958 & !Gene637) | (Gene446 & Gene958 & !Gene637)
Gene986, (!Gene219 & Gene958 & Gene388) | (Gene918 & !Gene219)
Gene987, (Gene240 & !Gene358) | (Gene240 & !Gene73 & !Gene245) | (Gene240 & Gene73 & Gene245)
Gene988, (!Gene142) | (!Gene302 & !Gene241 & Gene388) | (Gene302 & Gene241 & !Gene388)
Gene989, (!Gene634 & !Gene141) | (Gene33) | (Gene820 & !Gene141)
Gene990, (!Gene667 & !Gene182 & !Gene234 & !Gene613) | (Gene182 & !Gene234 & Gene613) | (Gene667 & !Gene234 & Gene613)
Gene991, (!Gene696 & !Gene792 & !Gene608) | (!Gene696 & Gene792 & Gene608 & !Gene587)
Gene992, (!Gene252 & !Gene656 & !Gene46 & Gene226) | (Gene252 & !Gene656 & !Gene226) | (Gene252 & !Gene656 & Gene46)
Gene993, (Gene499) | (Gene31 & !Gene582) | (!Gene629 & Gene31) | (Gene629 & !Gene31 & Gene582)
Gene994, (!Gene590 & Gene226) | (Gene590 & !Gene226) | (Gene383) | (Gene755)
Gene995, (!Gene12) | (!Gene429 & !Gene507) | (!Gene789 & !Gene429) | (!Gene789 & !Gene507) | (Gene789 & Gene429 & Gene507)
Gene996, (!Gene507 & !Gene740 & !Gene970) | (!Gene314 & !Gene740 & Gene970) | (Gene314 & !Gene740 & !Gene970)
Gene997, (!Gene656 & !Gene319 & !Gene527 & !Gene92)
Gene998, (Gene979 & !Gene66 & Gene446) | (Gene979 & Gene66 & !Gene446) | (Gene979 & Gene270 & Gene446)
Gene999, (!Gene487 & Gene394) | (Gene705) | (Gene394 & Gene297)
Gene1000, (!Gene173) | (Gene726) | (!Gene404 & Gene464) | (Gene404 & !Gene464)
